chr snpid bp cM male_cM female_cM
3 3_747073 646594 1.0175 1.103 0.932
3 WU_10.2_3_740092 653684 1.0175 1.103 0.932
3 WU_10.2_3_797466 684615 1.0285 1.125 0.932
3 WU_10.2_3_807509 690246 1.0395 1.136 0.943
3 WU_10.2_3_852979 735819 1.0395 1.136 0.943
3 WU_10.2_3_883839 765699 1.084 1.169 0.999
3 WU_10.2_3_886960 768820 1.084 1.169 0.999
3 WU_10.2_3_905589 787569 1.14 1.191 1.089
3 WU_10.2_3_925335 799565 1.532 1.504 1.56
3 WU_10.2_3_948324 833860 1.647 1.668 1.626
3 WU_10.2_3_984467 869940 1.7825 1.821 1.744
3 WU_10.2_3_1002339 887470 1.7925 1.831 1.754
3 WU_10.2_3_1016031 900988 1.7925 1.831 1.754
3 3_1029690 914641 1.838 1.88 1.796
3 WU_10.2_3_1045800 930630 1.8585 1.9 1.817
3 WU_10.2_3_1083174 968540 1.9885 2.025 1.952
3 WU_10.2_3_1157712 1042855 2.0175 2.063 1.972
3 WU_10.2_3_1168440 1053582 2.073 2.101 2.045
3 WU_10.2_3_1180057 1065195 2.103 2.12 2.086
3 WU_10.2_3_1209554 1094697 2.216 2.273 2.159
3 WU_10.2_3_1228444 1113585 2.2555 2.321 2.19
3 WU_10.2_3_1243958 1128630 2.3055 2.349 2.262
3 MARC0034822 1152277 2.471 2.597 2.345
3 H3GA0055317 1157042 2.535 2.664 2.406
3 WU_10.2_3_1368601 1244648 2.693 2.836 2.55
3 WU_10.2_3_1355004 1258344 2.727 2.874 2.58
3 WU_10.2_3_1631459 1370129 2.806 2.96 2.652
3 WU_10.2_3_1695805 1384474 2.8255 2.969 2.682
3 WU_10.2_3_1711037 1399711 2.8935 3.064 2.723
3 WU_10.2_3_1775581 1464159 2.923 3.093 2.753
3 ALGA0123954 1469908 2.9275 3.102 2.753
3 MARC0058243 1486750 3.015 3.226 2.804
3 ASGA0100278 1492083 3.0785 3.302 2.855
3 ASGA0096635 1734237 3.224 3.492 2.956
3 MARC0076363 1735102 3.224 3.492 2.956
3 WU_10.2_3_2278981 1748910 3.3695 3.686 3.053
3 3_2267739 1760127 3.3695 3.686 3.053
3 WU_10.2_3_2214468 1813273 3.536 3.806 3.266
3 WU_10.2_3_2204534 1823191 3.626 3.861 3.391
3 WU_10.2_3_2155207 1872766 3.7235 3.943 3.504
3 3_2115261 1912845 3.94 4.271 3.609
3 WU_10.2_3_2086894 1937226 4.0275 4.38 3.675
3 ASGA0083999 1984754 4.111 4.425 3.797
3 ASGA0082652 1987066 4.1155 4.425 3.806
3 WU_10.2_3_2021383 2002473 4.1295 4.434 3.825
3 WU_10.2_3_2008244 2015584 4.1295 4.434 3.825
3 ALGA0107591 2026411 4.1625 4.453 3.872
3 MARC0058572 2037807 4.1625 4.453 3.872
3 WU_10.2_3_1975856 2047897 4.1895 4.507 3.872
3 WU_10.2_3_1963200 2060387 4.4655 4.788 4.143
3 WU_10.2_3_1951538 2071648 4.6825 4.978 4.387
3 WU_10.2_3_2695854 2311077 5.189 5.468 4.91
3 WU_10.2_3_2791901 2330216 5.2665 5.595 4.938
3 WU_10.2_3_2782204 2339902 5.294 5.604 4.984
3 WU_10.2_3_2667363 2358273 5.294 5.604 4.984
3 WU_10.2_3_2636899 2388538 5.2985 5.604 4.993
3 ALGA0124331 2400999 5.3885 5.775 5.002
3 WU_10.2_3_2611280 2414032 5.3885 5.775 5.002
3 WU_10.2_3_2604083 2421230 5.402 5.793 5.011
3 WU_10.2_3_2754330 2424820 5.429 5.838 5.02
3 WU_10.2_3_2710244 2457661 5.542 5.973 5.111
3 ALGA0103149 2472599 5.8165 6.459 5.174
3 WU_10.2_3_2853641 2492022 5.8525 6.531 5.174
3 WU_10.2_3_2868581 2506949 5.9475 6.666 5.229
3 MARC0069764 2520896 5.9475 6.666 5.229
3 3_2896639 2534720 5.9475 6.666 5.229
3 WU_10.2_3_2917673 2555751 5.9475 6.666 5.229
3 WU_10.2_3_2943871 2581942 5.961 6.684 5.238
3 WU_10.2_3_2954170 2591887 6.0825 6.882 5.283
3 H3GA0008408 2604186 6.105 6.927 5.283
3 WU_10.2_3_2979923 2617643 6.1095 6.936 5.283
3 SIRI0000689 2630404 6.1135 6.944 5.283
3 WU_10.2_3_3005120 2642413 6.1135 6.944 5.283
3 WU_10.2_3_3017156 2654469 6.1135 6.944 5.283
3 DRGA0003754 2665252 6.127 6.971 5.283
3 H3GA0008443 2734718 6.1405 6.98 5.301
3 ALGA0017157 2748903 6.1495 6.998 5.301
3 WU_10.2_3_3144338 2750059 6.1495 6.998 5.301
3 ASGA0012981 2762464 6.181 7.052 5.31
3 3_3171187 2789839 6.19 7.07 5.31
3 WU_10.2_3_3240669 2793728 6.1945 7.079 5.31
3 WU_10.2_3_3072346 2799595 6.2035 7.088 5.319
3 WU_10.2_3_3257462 2810437 6.217 7.106 5.328
3 ALGA0017166 2812052 6.235 7.133 5.337
3 WU_10.2_3_3270739 2823714 6.253 7.16 5.346
3 M1GA0003642 2834466 6.293 7.213 5.373
3 WU_10.2_3_3311360 2863626 6.302 7.231 5.373
3 WU_10.2_3_3340681 2892900 6.4235 7.42 5.427
3 ASGA0096552 2922661 6.4325 7.429 5.436
3 3_3390024 2940932 6.4325 7.429 5.436
3 WU_10.2_3_3517491 2979132 6.4595 7.456 5.463
3 ASGA0104642 2991943 6.491 7.474 5.508
3 WU_10.2_3_3541840 3002795 6.6205 7.644 5.597
3 ASGA0095700 3014517 6.796 7.95 5.642
3 ASGA0096938 3021786 6.8095 7.959 5.66
3 WU_10.2_3_3571687 3032525 6.8095 7.959 5.66
3 WU_10.2_3_3615353 3076608 7.007 8.165 5.849
3 WU_10.2_3_3624657 3085912 7.0205 8.174 5.867
3 WU_10.2_3_3633707 3094962 7.475 8.771 6.179
3 M1GA0025634 3101761 7.537 8.886 6.188
3 WU_10.2_3_3478719 3150370 7.813 9.224 6.402
3 M1GA0024360 3155559 7.813 9.224 6.402
3 MARC0029348 3162321 7.835 9.259 6.411
3 MARC0096708 3170357 7.835 9.259 6.411
3 ALGA0112070 3175343 8.147 9.544 6.75
3 WU_10.2_3_3688181 3190135 8.2935 9.641 6.946
3 ASGA0102917 3211719 8.4295 9.737 7.122
3 MARC0003632 3233509 8.53 9.824 7.236
3 3_3746932 3248890 8.53 9.824 7.236
3 WU_10.2_3_3760847 3262804 8.582 9.876 7.288
3 WU_10.2_3_3773053 3275010 8.5995 9.902 7.297
3 ASGA0082138 3289140 8.6035 9.902 7.305
3 ASGA0102978 3300831 8.7125 10.024 7.401
3 ASGA0081973 3313776 8.851 10.179 7.523
3 3_3918766 3352766 8.8945 10.188 7.601
3 WU_10.2_3_3966592 3368691 8.916 10.214 7.618
3 WU_10.2_3_3970828 3372927 8.942 10.249 7.635
3 3_3981003 3383102 9.033 10.318 7.748
3 WU_10.2_3_4000537 3402636 9.085 10.396 7.774
3 WU_10.2_3_4016457 3418555 9.1065 10.413 7.8
3 ALGA0115264 3434467 9.3355 10.707 7.964
3 WU_10.2_3_4064950 3467040 9.396 10.776 8.016
3 WU_10.2_3_4078357 3480462 9.6125 11.123 8.102
3 WU_10.2_3_4124743 3526848 9.7375 11.209 8.266
3 WU_10.2_3_4183507 3535608 9.7635 11.218 8.309
3 WU_10.2_3_4187260 3539360 9.7765 11.244 8.309
3 WU_10.2_3_4242328 3593948 9.901 11.304 8.498
3 WU_10.2_3_4304579 3653953 9.991 11.39 8.592
3 MARC0045458 3693136 10.017 11.399 8.635
3 ASGA0093049 3703897 10.017 11.399 8.635
3 WU_10.2_3_4365368 3714738 10.0345 11.425 8.644
3 M1GA0027098 3730061 10.108 11.546 8.67
3 WU_10.2_3_4392511 3742312 10.3145 11.848 8.781
3 WU_10.2_3_4403804 3753061 10.3835 11.926 8.841
3 ASGA0090754 3766510 10.772 12.384 9.16
3 WU_10.2_3_4431276 3780530 10.7975 12.401 9.194
3 WU_10.2_3_4501277 3814272 11.135 12.904 9.366
3 ALGA0114502 3828782 11.3545 13.128 9.581
3 MARC0113422 3832603 11.3545 13.128 9.581
3 WU_10.2_3_4450009 3841954 11.804 13.726 9.882
3 WU_10.2_3_4470512 3861337 11.8165 13.726 9.907
3 WU_10.2_3_4574343 3934572 11.8895 13.786 9.993
3 WU_10.2_3_4589432 3949025 12.0055 13.95 10.061
3 WU_10.2_3_4620014 3977035 12.3545 14.382 10.327
3 WU_10.2_3_4630889 3987923 12.457 14.519 10.395
3 WU_10.2_3_4663653 4020446 12.6785 14.706 10.651
3 ASGA0099178 4034562 12.7385 14.723 10.754
3 3_4692553 4049287 13.0015 15.011 10.992
3 WU_10.2_3_4722452 4079948 13.0315 15.02 11.043
3 3_4733469 4091154 13.108 15.037 11.179
3 WU_10.2_3_4748899 4106579 13.1295 15.054 11.205
3 MARC0020406 4151024 13.159 15.071 11.247
3 WU_10.2_3_4803085 4160760 13.184 15.104 11.264
3 ASGA0103230 4163933 13.1925 15.104 11.281
3 WU_10.2_3_4820384 4178059 13.201 15.121 11.281
3 WU_10.2_3_4877239 4184915 13.3155 15.214 11.417
3 WU_10.2_3_4882663 4190338 13.4345 15.35 11.519
3 MARC0088047 4196869 13.481 15.375 11.587
3 WU_10.2_3_4905417 4213078 13.6045 15.545 11.664
3 ALGA0107454 4221676 13.672 15.621 11.723
3 WU_10.2_3_4932453 4239804 13.9145 15.91 11.919
3 WU_10.2_3_4949761 4257403 14.0755 16.011 12.14
3 WU_10.2_3_144294674 4382667 14.229 16.19 12.268
3 WU_10.2_3_144284942 4392424 14.5855 16.751 12.42
3 WU_10.2_3_144118805 4404919 14.87 17.168 12.572
3 ALGA0115511 4420330 14.971 17.303 12.639
3 WU_10.2_3_144226798 4477808 15.618 18.156 13.08
3 ALGA0112941 4508681 15.728 18.351 13.105
3 WU_10.2_3_5101490 5039563 16.5035 19.454 13.553
3 WU_10.2_3_5111234 5050016 16.5375 19.488 13.587
3 WU_10.2_3_5122744 5061003 16.55 19.488 13.612
3 WU_10.2_3_5140297 5078547 16.825 19.75 13.9
3 ALGA0106290 5091722 16.8675 19.793 13.942
3 WU_10.2_3_5172380 5111258 16.8675 19.793 13.942
3 MARC0043512 5129774 16.968 19.885 14.051
3 ALGA0103983 5145688 17.069 19.936 14.202
3 MARC0020362 5179146 17.1785 20.088 14.269
3 WU_10.2_3_5270790 5209949 17.5955 20.587 14.604
3 ALGA0107604 5222076 17.612 20.595 14.629
3 MARC0097042 5239256 17.7375 20.662 14.813
3 H3GA0056147 5240064 17.8175 20.747 14.888
3 MARC0052769 5256089 17.981 20.865 15.097
3 WU_10.2_3_5328874 5267456 17.9935 20.865 15.122
3 ASGA0013022 5288330 18.6375 21.397 15.878
3 MARC0030908 5313883 18.872 21.574 16.17
3 M1GA0003685 5344693 18.9475 21.616 16.279
3 WU_10.2_3_5421447 5364173 18.9765 21.633 16.32
3 WU_10.2_3_5435898 5376605 18.981 21.633 16.329
3 ALGA0017188 5392401 19.0775 21.751 16.404
3 WU_10.2_3_5469257 5409964 19.194 21.793 16.595
3 ASGA0095199 5432963 19.261 21.818 16.704
3 WU_10.2_3_5510065 5454426 19.4075 21.928 16.887
3 DBWU0000744 5472839 19.4205 21.945 16.896
3 M1GA0003728 5500853 19.479 22.037 16.921
3 WU_10.2_3_5570582 5520514 19.5925 22.231 16.954
3 WU_10.2_3_5597537 5547406 19.723 22.417 17.029
3 ALGA0017206 5562570 19.945 22.619 17.271
3 MARC0027697 5570832 19.949 22.627 17.271
3 ASGA0013067 5582181 20.0535 22.77 17.337
3 WU_10.2_3_5642085 5603202 20.0955 22.787 17.404
3 H3GA0008499 5613355 20.2215 22.939 17.504
3 WU_10.2_3_5683634 5639210 20.3425 23.04 17.645
3 H3GA0008496 5667709 20.5015 23.258 17.745
3 WU_10.2_3_5725939 5715228 20.552 23.309 17.795
3 ASGA0013088 5727481 20.593 23.317 17.869
3 WU_10.2_3_5750678 5741383 20.8145 23.46 18.169
3 ALGA0017245 5771748 21.1365 23.789 18.484
3 WU_10.2_3_5792671 5783821 21.145 23.789 18.501
3 ALGA0017237 5796362 21.438 24.126 18.75
3 ASGA0013123 5817406 21.4795 24.159 18.8
3 ALGA0017261 5830938 21.58 24.202 18.958
3 SIRI0001195 5854969 21.709 24.353 19.065
3 WU_10.2_3_5886318 5876334 21.7635 24.395 19.132
3 M1GA0003805 5887026 21.83 24.429 19.231
3 WU_10.2_3_5994179 5934183 21.9425 24.529 19.356
3 WU_10.2_3_5998511 5941398 21.9425 24.529 19.356
3 WU_10.2_3_6002761 5945496 21.9425 24.529 19.356
3 ALGA0017286 5954017 21.9425 24.529 19.356
3 H3GA0008532 5978000 22.009 24.588 19.43
3 MARC0045055 5991114 22.009 24.588 19.43
3 ASGA0013175 6034234 22.0175 24.588 19.447
3 MARC0028097 6037740 22.0885 24.664 19.513
3 ALGA0101032 6092831 22.1095 24.681 19.538
3 WU_10.2_3_6286210 6119822 22.176 24.723 19.629
3 MARC0008230 6123378 22.306 24.883 19.729
3 WU_10.2_3_6304738 6138304 22.318 24.891 19.745
3 ASGA0085159 6150809 22.6615 25.22 20.103
3 ASGA0090353 6178930 22.7365 25.312 20.161
3 MARC0074777 6195944 23.025 25.565 20.485
3 WU_10.2_3_6379190 6216746 23.3885 25.919 20.858
3 3_6702446 6352380 23.848 26.23 21.466
3 WU_10.2_3_6677899 6375732 23.898 26.23 21.566
3 WU_10.2_3_6621148 6432611 23.9895 26.289 21.69
3 MARC0039330 6462485 24.0685 26.356 21.781
3 H3GA0056202 6495272 24.2225 26.407 22.038
3 MARC0004652 6498218 24.2515 26.415 22.088
3 WU_10.2_3_6546623 6507041 24.439 26.516 22.362
3 ASGA0014044 7647788 24.601 26.55 22.652
3 WU_10.2_3_7088704 7826355 24.655 26.583 22.727
3 WU_10.2_3_7058569 7856278 24.7875 26.583 22.992
3 WU_10.2_3_7263770 7956963 25.0495 26.608 23.491
3 WU_10.2_3_7397189 8124890 25.1365 26.617 23.656
3 H3GA0008543 8142551 25.149 26.625 23.673
3 WU_10.2_3_7355186 8166895 25.178 26.642 23.714
3 WU_10.2_3_7337631 8184451 25.178 26.642 23.714
3 ALGA0017310 8199534 25.178 26.642 23.714
3 ASGA0013186 8241847 25.2485 26.659 23.838
3 WU_10.2_3_7651023 8307919 25.2855 26.659 23.912
3 WU_10.2_3_7666187 8323084 25.3355 26.701 23.97
3 ASGA0094535 8440908 25.3395 26.701 23.978
3 WU_10.2_3_7799684 8456591 25.3855 26.768 24.003
3 WU_10.2_3_7828156 8485061 25.406 26.768 24.044
3 DIAS0001537 8502907 25.4185 26.776 24.061
3 WU_10.2_3_8002229 8607876 25.4225 26.776 24.069
3 WU_10.2_3_8008108 8613755 25.4885 26.834 24.143
3 WU_10.2_3_8041535 8647231 25.571 26.875 24.267
3 WU_10.2_3_8107291 8680393 25.629 26.892 24.366
3 WU_10.2_3_8130231 8703324 25.6665 26.925 24.408
3 WU_10.2_3_8154422 8727502 25.773 26.99 24.556
3 WU_10.2_3_8570363 8951669 25.9345 27.081 24.788
3 WU_10.2_3_8562889 8959142 25.9345 27.081 24.788
3 WU_10.2_3_8496105 8977504 25.9425 27.081 24.804
3 ASGA0098960 9054932 26.054 27.18 24.928
3 WU_10.2_3_8618933 9080038 26.079 27.205 24.953
3 WU_10.2_3_8661433 9122331 26.149 27.238 25.06
3 WU_10.2_3_8710605 9171657 26.3395 27.263 25.416
3 WU_10.2_3_8728505 9189552 26.356 27.263 25.449
3 ALGA0121535 9274213 26.4175 27.287 25.548
3 WU_10.2_3_8949529 9277309 26.5045 27.312 25.697
3 H3GA0008577 9298084 26.546 27.337 25.755
3 ASGA0013227 9331763 26.612 27.411 25.813
3 ALGA0017327 9369801 26.62 27.427 25.813
3 ASGA0013214 9397786 26.649 27.444 25.854
3 H3GA0008566 9410368 26.649 27.444 25.854
3 WU_10.2_3_9002096 9429951 26.649 27.444 25.854
3 WU_10.2_3_9142878 9442093 26.649 27.444 25.854
3 DBWU0000430 9463123 26.686 27.452 25.92
3 WU_10.2_3_9106724 9478243 26.698 27.46 25.936
3 MARC0064460 9482080 26.748 27.477 26.019
3 WU_10.2_3_9233660 9495565 26.7765 27.485 26.068
3 H3GA0008586 9510523 26.781 27.485 26.077
3 WU_10.2_3_9325090 9530023 26.781 27.485 26.077
3 ALGA0017362 9603588 26.785 27.485 26.085
3 WU_10.2_3_9514843 9635341 26.8135 27.526 26.101
3 H3GA0008606 9658871 26.8135 27.526 26.101
3 M1GA0003908 9668888 26.826 27.526 26.126
3 H3GA0008608 9675078 26.8715 27.576 26.167
3 ASGA0013261 9707288 26.921 27.617 26.225
3 ASGA0013254 9741194 27.0695 27.749 26.39
3 MARC0043169 9754409 27.0735 27.757 26.39
3 3_9689251 9822900 27.0985 27.774 26.423
3 ASGA0092808 9878432 27.185 27.831 26.539
3 ALGA0112343 9904449 27.2385 27.93 26.547
3 WU_10.2_3_9794925 9918901 27.251 27.938 26.564
3 WU_10.2_3_9822970 9956202 27.2675 27.955 26.58
3 3_9853222 9965529 27.2675 27.955 26.58
3 3_9872356 9984664 27.2675 27.955 26.58
3 WU_10.2_3_9907599 10019773 27.35 27.996 26.704
3 ASGA0094829 10076783 27.47 28.128 26.812
3 WU_10.2_3_10029613 10101710 27.5935 28.235 26.952
3 WU_10.2_3_10073030 10104448 27.688 28.342 27.034
3 ALGA0107362 10422524 27.9115 28.524 27.299
3 MARC0085413 10456806 27.9195 28.54 27.299
3 WU_10.2_3_10125754 10468289 27.9855 28.606 27.365
3 M1GA0026659 10474488 27.9895 28.606 27.373
3 ASGA0102110 10496820 28.006 28.631 27.381
3 WU_10.2_3_10221320 10518896 28.0225 28.631 27.414
3 ALGA0017394 10535484 28.043 28.672 27.414
3 DIAS0000599 10558096 28.06 28.681 27.439
3 DIAS0000597 10569566 28.072 28.697 27.447
3 ALGA0017416 10594633 28.097 28.747 27.447
3 DBWU0000145 10657335 28.1255 28.771 27.48
3 WU_10.2_3_10391762 10696281 28.1295 28.771 27.488
3 DBWU0000448 10716489 28.1295 28.771 27.488
3 WU_10.2_3_10520146 10820566 28.1625 28.804 27.521
3 ASGA0013325 10855031 28.1915 28.837 27.546
3 M1GA0003954 10897074 28.2325 28.878 27.587
3 ASGA0013321 10931446 28.2455 28.895 27.596
3 MARC0079867 10946875 28.4725 29.126 27.819
3 ASGA0013334 10967091 28.4725 29.126 27.819
3 DBWU0000697 11001954 28.4725 29.126 27.819
3 ASGA0013344 11076493 28.53 29.167 27.893
3 3_10813310 11125189 28.703 29.274 28.132
3 ALGA0017453 11162075 28.7735 29.373 28.174
3 ASGA0100858 11211562 28.7945 29.382 28.207
3 ALGA0121349 11273317 28.8765 29.406 28.347
3 ASGA0092640 11291179 28.8765 29.406 28.347
3 DIAS0001066 11384944 28.9095 29.431 28.388
3 ALGA0117115 11396652 28.9425 29.439 28.446
3 ASGA0099970 11410454 28.9715 29.456 28.487
3 MARC0029738 11424021 28.9875 29.472 28.503
3 WU_10.2_3_11158051 11487166 29.062 29.53 28.594
3 H3GA0008689 11492863 29.0825 29.538 28.627
3 ASGA0013430 11506934 29.136 29.571 28.701
3 WU_10.2_3_11233043 11528693 29.2025 29.588 28.817
3 H3GA0008706 11543730 29.2185 29.604 28.833
3 WU_10.2_3_11267238 11562990 29.3055 29.662 28.949
3 WU_10.2_3_11332375 11612433 29.392 29.736 29.048
3 ALGA0017499 11626584 29.5235 29.818 29.229
3 WU_10.2_3_11356102 11636159 29.619 29.86 29.378
3 WU_10.2_3_11397857 11678746 29.809 29.934 29.684
3 WU_10.2_3_11416624 11697475 29.809 29.934 29.684
3 WU_10.2_3_11428687 11710129 30.0025 30.082 29.923
3 DIAS0000574 11731486 30.011 30.082 29.94
3 MARC0029250 11731818 30.011 30.082 29.94
3 WU_10.2_3_11466879 11748319 30.011 30.082 29.94
3 WU_10.2_3_11484739 11766180 30.011 30.082 29.94
3 DIAS0001481 11781244 30.011 30.082 29.94
3 WU_10.2_3_11519897 11801338 30.015 30.082 29.948
3 WU_10.2_3_11539780 11821213 30.1015 30.115 30.088
3 WU_10.2_3_11578034 11859078 30.147 30.148 30.146
3 WU_10.2_3_11614079 11895126 30.4155 30.346 30.485
3 ASGA0082304 11910217 30.4775 30.387 30.568
3 WU_10.2_3_11643257 11923824 30.5105 30.42 30.601
3 ALGA0110991 11953651 30.659 30.602 30.716
3 WU_10.2_3_11728666 12008775 30.808 30.784 30.832
3 ALGA0017541 12025480 30.861 30.816 30.906
3 WU_10.2_3_11754938 12034933 30.861 30.816 30.906
3 ASGA0013444 12047987 31.0425 30.973 31.112
3 MARC0027888 12124005 31.0965 30.99 31.203
3 ALGA0017562 12145439 31.1005 30.998 31.203
3 WU_10.2_3_11820832 12159670 31.113 30.998 31.228
3 H3GA0008757 12168326 31.117 31.006 31.228
3 WU_10.2_3_11843169 12181996 31.1375 31.023 31.252
3 ASGA0095336 12213424 31.1705 31.039 31.302
3 H3GA0008759 12231754 31.1705 31.039 31.302
3 WU_10.2_3_11977044 12251785 31.1745 31.047 31.302
3 ALGA0017578 12268238 31.1785 31.047 31.31
3 WU_10.2_3_11948584 12280173 31.1825 31.047 31.318
3 ALGA0017591 12301231 31.1825 31.047 31.318
3 ALGA0017593 12314677 31.1825 31.047 31.318
3 WU_10.2_3_11988830 12328873 31.2325 31.089 31.376
3 SIRI0001321 12341157 31.2325 31.089 31.376
3 MARC0048573 12391145 31.2365 31.089 31.384
3 WU_10.2_3_12053467 12403131 31.253 31.105 31.401
3 H3GA0008779 12416105 31.2775 31.113 31.442
3 WU_10.2_3_12078711 12428305 31.286 31.122 31.45
3 ALGA0017611 12442760 31.3275 31.13 31.525
3 ASGA0013487 12471350 31.3685 31.179 31.558
3 WU_10.2_3_12137282 12486534 31.3845 31.187 31.582
3 ASGA0013496 12508944 31.4545 31.253 31.656
3 WU_10.2_3_12180389 12520273 31.459 31.262 31.656
3 H3GA0055247 12546528 31.5165 31.311 31.722
3 ALGA0118500 12566871 31.6615 31.402 31.921
3 ALGA0113979 12592843 31.682 31.41 31.954
3 ALGA0108581 12617101 31.727 31.451 32.003
3 WU_10.2_3_12228364 12625994 31.727 31.451 32.003
3 ALGA0108099 12643727 31.8755 31.542 32.209
3 ASGA0090008 12674092 31.95 31.575 32.325
3 MARC0027740 12687171 32.1935 31.748 32.639
3 WU_10.2_3_12308585 12705868 32.21 31.748 32.672
3 WU_10.2_3_12326774 12724050 32.2805 31.765 32.796
3 WU_10.2_3_12481898 12767887 32.665 31.954 33.376
3 ALGA0017638 12832093 32.702 31.954 33.45
3 ASGA0013502 12853523 32.702 31.954 33.45
3 WU_10.2_3_12822858 12869421 32.7065 31.954 33.459
3 WU_10.2_3_12852810 12898666 32.8385 32.07 33.607
3 ALGA0017664 12901385 32.8385 32.07 33.607
3 WU_10.2_3_12606862 12925918 32.8465 32.078 33.615
3 ALGA0017674 12941568 32.8465 32.078 33.615
3 WU_10.2_3_12767288 12968373 32.867 32.086 33.648
3 ALGA0124296 12986849 32.954 32.144 33.764
3 ASGA0092202 12990997 32.962 32.144 33.78
3 WU_10.2_3_12726285 13009349 32.962 32.144 33.78
3 ASGA0096228 13018498 32.999 32.177 33.821
3 MARC0014259 13032334 33.032 32.21 33.854
3 WU_10.2_3_12982234 13039900 33.0525 32.226 33.879
3 WU_10.2_3_13002559 13062280 33.086 32.243 33.929
3 ASGA0102969 13083099 33.09 32.251 33.929
3 WU_10.2_3_13289824 13124330 33.1975 32.301 34.094
3 WU_10.2_3_13268657 13145506 33.2055 32.301 34.11
3 WU_10.2_3_13108190 13155165 33.218 32.309 34.127
3 WU_10.2_3_13112774 13159748 33.3085 32.408 34.209
3 WU_10.2_3_13139454 13185572 33.5145 32.622 34.407
3 MARC0076501 13205464 33.5235 32.631 34.416
3 WU_10.2_3_13179695 13225803 33.5275 32.631 34.424
3 WU_10.2_3_13191193 13237301 33.54 32.631 34.449
3 WU_10.2_3_13244337 13280151 33.556 32.639 34.473
3 WU_10.2_3_13367924 13339937 33.589 32.672 34.506
3 WU_10.2_3_13379248 13351261 33.593 32.68 34.506
3 WU_10.2_3_13390270 13362283 33.593 32.68 34.506
3 WU_10.2_3_13438952 13410967 33.6385 32.754 34.523
3 H3GA0008811 13427579 33.6385 32.754 34.523
3 WU_10.2_3_13474115 13446129 33.6715 32.804 34.539
3 ASGA0013539 13463249 33.7125 32.861 34.564
3 WU_10.2_3_13530302 13486944 33.783 32.911 34.655
3 DRGA0003786 13492874 33.787 32.911 34.663
3 WU_10.2_3_13551908 13508173 33.8285 32.969 34.688
3 WU_10.2_3_13590364 13546514 33.9395 33.191 34.688
3 H3GA0008807 13605035 34.01 33.332 34.688
3 ALGA0017679 13617793 34.01 33.332 34.688
3 WU_10.2_3_13890206 13639894 34.014 33.34 34.688
3 ASGA0104364 13669840 34.014 33.34 34.688
3 WU_10.2_3_13837140 13692809 34.0305 33.365 34.696
3 MARC0073628 13726701 34.0305 33.365 34.696
3 MARC0056315 13730421 34.0305 33.365 34.696
3 MARC0089414 13735748 34.0305 33.365 34.696
3 MARC0052206 13754703 34.096 33.455 34.737
3 WU_10.2_3_13760232 13770525 34.096 33.455 34.737
3 WU_10.2_3_13755931 13774826 34.1005 33.464 34.737
3 WU_10.2_3_13750312 13780255 34.1085 33.472 34.745
3 WU_10.2_3_13745251 13785164 34.1085 33.472 34.745
3 WU_10.2_3_13740127 13789971 34.1085 33.472 34.745
3 MARC0020850 13803645 34.179 33.497 34.861
3 ALGA0017689 13818894 34.183 33.505 34.861
3 WU_10.2_3_13940265 13836034 34.3105 33.612 35.009
3 WU_10.2_3_13990080 13886288 34.315 33.612 35.018
3 DRGA0003789 13903475 34.3355 33.653 35.018
3 WU_10.2_3_14039421 13938747 34.3435 33.661 35.026
3 WU_10.2_3_14089072 13993948 34.3435 33.661 35.026
3 WU_10.2_3_14109596 14014473 34.3435 33.661 35.026
3 WU_10.2_3_14122604 14027272 34.348 33.67 35.026
3 WU_10.2_3_14150857 14055253 34.352 33.678 35.026
3 WU_10.2_3_14170251 14074606 34.352 33.678 35.026
3 WU_10.2_3_14184580 14088742 34.352 33.678 35.026
3 ASGA0013553 14102571 34.352 33.678 35.026
3 MARC0028799 14124171 34.3805 33.727 35.034
3 ASGA0013555 14125664 34.3805 33.727 35.034
3 ASGA0013557 14161500 34.3805 33.727 35.034
3 WU_10.2_3_14271605 14177250 34.385 33.736 35.034
3 ALGA0017713 14202131 34.385 33.736 35.034
3 WU_10.2_3_14314947 14220556 34.385 33.736 35.034
3 WU_10.2_3_14376309 14258697 34.426 33.777 35.075
3 WU_10.2_3_14401396 14283775 34.426 33.777 35.075
3 WU_10.2_3_14419947 14302285 34.4795 33.818 35.141
3 WU_10.2_3_14426004 14308331 34.488 33.826 35.15
3 WU_10.2_3_14458303 14340546 34.5085 33.843 35.174
3 WU_10.2_3_14326642 14364371 34.682 33.942 35.422
3 ALGA0017725 14378300 34.847 33.999 35.695
3 WU_10.2_3_14478347 14386891 34.8595 34.008 35.711
3 WU_10.2_3_14556426 14410833 34.9915 34.082 35.901
3 ALGA0107078 14480865 35.111 34.131 36.091
3 WU_10.2_3_14505988 14493918 35.115 34.131 36.099
3 MARC0097081 14508735 35.198 34.156 36.24
3 ASGA0100006 14515470 35.198 34.156 36.24
3 ASGA0013576 14516653 35.239 34.156 36.322
3 WU_10.2_3_14699491 14550119 35.437 34.238 36.636
3 WU_10.2_3_14705336 14555957 35.524 34.263 36.785
3 M1GA0004071 14568693 35.5815 34.296 36.867
3 MARC0052132 14585248 35.6185 34.329 36.908
3 WU_10.2_3_14751317 14601471 35.627 34.329 36.925
3 WU_10.2_3_14760160 14610270 35.672 34.337 37.007
